北京发布,【了解北京奔驰】#小布在现场#2005年，北京汽车股份有限公司与戴姆勒股份公司、戴姆勒大中华区投资有限公司共同投资成立了北京奔驰汽车有限公司。北京奔驰遵循戴姆勒全球统一制造与质量标准，成为戴姆勒全球唯一拥有前驱车平台、后驱车平台和动力系统平台的合资企业。 ​,7,1,4,2015-11-23 17:42:29,https://weibo.cn/comment/D5cwc3M7p?uid=2418724427&rl=1#cmtfrm,北京汽车股份,,,
幸福大丰,#公告#由江苏盐城二建集团有限公司承建的盐城新宇辉丰环保科技有限公司固化车间及暂存库工程已竣工，请相关有被拖欠农民工工资的劳务人员在本公告发布之日起15日内向大丰港经济开发区管理委员会规划建设分局投诉。联系人：丁春兰 联系电话：83555265 ​,5,8,16,2015-01-04 10:15:03,https://weibo.cn/comment/BDXsQ0Hxf?uid=2696123751&rl=1#cmtfrm,盐城新宇辉丰环保科技,,,
幸福大丰,#公告#由江苏盐城二建集团有限公司承建的盐城新宇辉丰环保科技有限公司固化车间及暂存库工程已竣工，请相关有被拖欠农民工工资的劳务人员在本公告发布之日起15日内向大丰港经济开发区管理委员会规划建设分局投诉。联系人：丁春兰 联系电话：83555265 ​,5,8,16,2015-01-04 10:15:03,https://weibo.cn/comment/BDXsQ0Hxf?uid=2696123751&rl=1#cmtfrm,盐城新宇辉丰环保科技,,,
西安发布,【[话筒]4家供热单位昨晚带温循环】#微公开#昨晚7时，西安市热力总公司所属城区、城北、雁东、太华热力等单位的主锅炉集中点火，开始管网带热循环。热力总公司再次提醒，如整个供暖期都不用热，须在采暖期开始前向物业等部门提出报停申请，经供热单位采取隔断处理后，可按总热价的30%收取基本热费。 ​,1,26,11,2015-11-11 10:15:11,https://weibo.cn/comment/D3ksFEwpl?uid=3757167087&rl=1#cmtfrm,西安市热力总公司太华供热公司,,,
山东发布,#政务前沿#【环保部严查环境监测数据弄虚作假】环保部近期组织各地污染源自动监控管理部门加大对污染源自动监控设施运行管理情况的监督检查，严查数据弄虚作假等违法行为，通报7个典型案例。其中山东安丘市盛源热电、莱芜市汶源热电有限公司、东营华泰化工集团有限公司被查处。http://t.cn/R2livxA ​,2,5,15,2015-06-13 09:00:26,https://weibo.cn/comment/CmjTGkUM9?uid=2993099575&rl=1#cmtfrm,东营华泰化工集团,,,
山东发布,#政务前沿#【环保部严查环境监测数据弄虚作假】环保部近期组织各地污染源自动监控管理部门加大对污染源自动监控设施运行管理情况的监督检查，严查数据弄虚作假等违法行为，通报7个典型案例。其中山东安丘市盛源热电、莱芜市汶源热电有限公司、东营华泰化工集团有限公司被查处。http://t.cn/R2livxA ​,2,5,15,2015-06-13 09:00:26,https://weibo.cn/comment/CmjTGkUM9?uid=2993099575&rl=1#cmtfrm,东营华泰化工集团,,,
平安武汉,#汉警新闻#【我市首次集中销毁黄标车及老旧车 576辆报废车昨解体】 昨日，576辆黄标车及老旧车集中在位于新洲区的格林美城市矿产循环产业园开发有限公司，依次开始解体，这是我市首次集中销毁报废的黄标车及老旧车辆。http://t.cn/RUOGSgd @武汉发布 ​,2,0,0,2015-11-11 08:42:37,https://weibo.cn/comment/D3jR6j1RY?uid=2418542712&rl=1#cmtfrm,格林美（武汉）城市矿产循环产业园开发,,,,@武汉发布
大丰市环保志愿者,2015年12月15日07点，中国耀华玻璃集团公司(秦皇岛耀华玻璃工业园有限责任公司)在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图# ​,1,1,2,2015-12-15 07:31:56,https://weibo.cn/comment/D8tVig7cG?uid=1707640501&rl=1#cmtfrm,中国耀华玻璃集团,,,
大丰市环保志愿者,2015年08月28日06点，中国耀华玻璃集团公司(秦皇岛耀华玻璃工业园有限责任公司)在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图# ​,1,0,0,2015-08-28 06:55:33,https://weibo.cn/comment/CxRyJ4NwI?uid=1707640501&rl=1#cmtfrm,中国耀华玻璃集团,,,
安徽发布,#微播江淮#【11家皖企跻身财富中国500强】近日，《财富》中文版发布今年中国500强排行榜，我省11家企业上榜。其中合肥企业5家，包括江汽、皖能股份、合肥百大等；铜陵企业2家，为铜陵有色和铜陵精达；芜湖企业2家，为海螺水泥和皖江物流；马鞍山、蚌埠企业各1家，分别是马钢、安徽水利。[威武] ​,8,2,3,2015-07-10 11:00:10,https://weibo.cn/comment/CqrdGlPF3?uid=3011694992&rl=1#cmtfrm,芜湖海螺水泥,,,
大丰市环保志愿者,2015年04月22日07点，芜湖海螺水泥有限公司在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图##污染地图# ​,0,1,2,2015-04-22 07:08:19,https://weibo.cn/comment/CeoWm5pDh?uid=1707640501&rl=1#cmtfrm,芜湖海螺水泥,,,
大丰市环保志愿者,2015-03-13 06:52。芜湖海螺水泥厂在线监测数据，详见污染地图APP。希望排放浓度高的企业作出公开说明！ ​,0,0,0,2015-03-13 06:52:13,https://weibo.cn/comment/C8jJXlYrI?uid=1707640501&rl=1#cmtfrm,芜湖海螺水泥,,,
日照环境,【日照市城市管理暂行办法】第八十二条 未办理有关手续向城市排水管网及其他设施排放污水的，向城市排水设施排放有毒、有害、易燃、易爆或者易堵塞管道的物质的，责令停止排放，采取补救措施，并处1000元以上2万元以下罚款；造成损失的，应当依法承担赔偿责任。 ​,3,5,6,2015-12-18 10:20:03,https://weibo.cn/comment/D8Xj1o9YE?uid=3460096640&rl=1#cmtfrm,日照城市排水,,,
日照环境,【日照市城市管理暂行办法】第三十五条 加强排水管网维护管理，严格执行排水许可制度。禁止未经许可向城市排水管网及设施排放污水。禁止向排水设施排放有毒、有害、易燃、易爆或者易堵塞管道的物质。 ​,0,3,4,2015-11-22 09:30:03,https://weibo.cn/comment/D4ZROA7vz?uid=3460096640&rl=1#cmtfrm,日照城市排水,,,
日照环境,#污水处理小知识#【日照市城市排水管理处概况】目前，日照市城市排水管理处管理的污水处理厂的污水处理能力14.5万吨/日，再生水能力10万吨/日，污泥处置能力120吨/日。正在建设后村污水处理厂、河山污水处理厂、厦门路污水处理厂和绿舟路污水处理厂，扩建第二污水处理厂，进一步提高城市污水处理能力。 ​,2,8,10,2015-02-25 15:45:03,https://weibo.cn/comment/C5Woi4LtO?uid=3460096640&rl=1#cmtfrm,日照城市排水,,,
秦皇岛发布, # 秦皇岛发现上世纪20年代南山发电厂设计图 #近日，秦皇岛刘女士将她收藏的该市1929年建成南山发电厂手绘图纸公布于众，该发现为研究唐山、秦皇岛两市经济发展和电力发展提供了史实资料。 ​,6,1,3,2015-12-24 15:13:15,https://weibo.cn/comment/D9TN0C3iJ?uid=2417356033&rl=1#cmtfrm,秦皇岛发电,,,
宁波发布,【[话筒]宁波一季度进出口200强企业榜单出炉】#宁波新闻#昨日，宁波市商务委员会发布了今年一季度宁波市进出口200强企业排序名单。其中，在出口榜单上，群创关系企业、中基集团、申洲针织位居前三甲。在进口榜单上，台塑关系企业、群创关系企业、逸盛石化位列前三甲。@宁波外经贸 ​,3,7,6,2015-04-29 11:31:15,https://weibo.cn/comment/CfuEyDdXB?uid=2568435544&rl=1#cmtfrm,宁波申洲针织,,,,@宁波外经贸
兰州铁路,#甘肃最美人物#潘玉礼-兰州铁路局兰州西机务段动车司机。参加工作以来，他凭着勤奋和吃苦耐劳成为了单位的业务能手，2004年在火车司机岗位后工作11年中安全走行200多万公里。2014年作为首批动车司机，他带领班组人员积极摸索动车管理模式和经验，为日后动车安全运行奠定了基础。 ​,10,7,19,2015-06-20 14:54:47,https://weibo.cn/comment/CnqcZ5n9M?uid=1920359817&rl=1#cmtfrm,兰州铁路局兰州西机务段,,,
兰州铁路,#甘肃最美人物#潘玉礼-兰州铁路局兰州西机务段动车司机。参加工作以来，他凭着勤奋和吃苦耐劳成为了单位的业务能手，2004年在火车司机岗位后工作11年中安全走行200多万公里。2014年作为首批动车司机，他带领班组人员积极摸索动车管理模式和经验，为日后动车安全运行奠定了基础。 ​,10,7,19,2015-06-20 14:54:47,https://weibo.cn/comment/CnqcZ5n9M?uid=1920359817&rl=1#cmtfrm,兰州铁路局兰州西机务段,,,
兰州铁路,#兰铁青年风采#4月30日，兰州铁路局兰州车务段团委、兰州西机务段团委、兰州电务段团委等7个单位团委精心策划，开展了“奔跑吧•共青团”庆“五四”主题活动。活动将体育锻炼融入趣味性强、参与度高的各类游戏中，让青年们在奔跑中挥洒青春的汗水，在锻炼中体验团结的力量。 ​,7,11,27,2015-05-06 11:51:40,https://weibo.cn/comment/CgyMjk7zM?uid=1920359817&rl=1#cmtfrm,兰州铁路局兰州西机务段,,,
山东环境,【山东：通报2月突出环境问题查处情况和典型案例】省环保厅近日通报了对茌平信发华宇氧化铝有限公司氮氧化物浓度超标、淄博鑫港燃气有限公司存在无组织排放问题等6家企业查处情况和山东仙河药业有限公司利用暗管排污、垦利县三达水务有限公司处理设施运行不正常等3起典型案例。http://t.cn/RAPU8oh ​,9,14,39,2015-03-19 07:41:34,https://weibo.cn/comment/C9eCXsh1S?uid=3354394424&rl=1#cmtfrm,淄博鑫港燃气,,,
山东环境,回音壁#网友反映“2015年11月30日13点，淄博鑫港燃气有限公司在线数据超标”。 经查，淄博鑫港燃气有限公司原烟气在线检测设备因频繁发生故障，经该公司按照程序向淄博市环保局监控中心申请，批准该公司于十月中旬开始更换新烟...（详见长微博）@山东环境 关于网友反映“淄博鑫港燃气有限公司在线监测数据超标排放”的调查回复 ​,2,3,1,2015-12-04 10:35:59,https://weibo.cn/comment/D6PpfxQJk?rl=1#cmtfrm,淄博鑫港燃气,1,淄博环保,,@山东环境,@淄博环保
淄博环保,#回音壁#网友反映“2015年11月30日13点，淄博鑫港燃气有限公司在线数据超标”。 经查，淄博鑫港燃气有限公司原烟气在线检测设备因频繁发生故障，经该公司按照程序向淄博市环保局监控中心申请，批准该公司于十月中旬开始更换新烟...（详见长微博）@山东环境 关于网友反映“淄博鑫港燃气有限公司在线监测数据超标排放”的调查回复 ​,3,3,3,2015-12-04 10:32:49,https://weibo.cn/comment/D6PpfxQJk?uid=3114085181&rl=1#cmtfrm,淄博鑫港燃气,,,,@山东环境
淄博环保,【淄博市5家排放污染物超标企业被处罚限产】近日，市环境监察支队对中铝山东股份有限公司（热电厂）、山东天源热电有限公司、淄博傅山热电有限公司、淄博萱泽崧热电有限公司、淄博鑫港燃气有限公司5家超标排放污染物的企业进行了罚款，同时依据《中华人民共和国...（详见长微博）@山东环境@淄博发布   ​,0,0,1,2015-04-28 16:52:34,https://weibo.cn/comment/CfnktnuIm?uid=3114085181&rl=1#cmtfrm,淄博鑫港燃气,,,,@山东环境,@淄博发布
山东环境,【山东：通报2月突出环境问题查处情况和典型案例】省环保厅近日通报了对茌平信发华宇氧化铝有限公司氮氧化物浓度超标、淄博鑫港燃气有限公司存在无组织排放问题等6家企业查处情况和山东仙河药业有限公司利用暗管排污、垦利县三达水务有限公司处理设施运行不正常等3起典型案例。http://t.cn/RAPU8oh ​,9,14,39,2015-03-19 07:41:34,https://weibo.cn/comment/C9eCXsh1S?uid=3354394424&rl=1#cmtfrm,淄博鑫港燃气,,,
山东环境,【山东：通报2月突出环境问题查处情况和典型案例】省环保厅近日通报了对茌平信发华宇氧化铝有限公司氮氧化物浓度超标、淄博鑫港燃气有限公司存在无组织排放问题等6家企业查处情况和山东仙河药业有限公司利用暗管排污、垦利县三达水务有限公司处理设施运行不正常等3起典型案例。http://t.cn/RAPU8oh ​,9,14,39,2015-03-19 07:41:34,https://weibo.cn/comment/C9eCXsh1S?uid=3354394424&rl=1#cmtfrm,淄博鑫港燃气,,,
应城市委市政府新闻办,[双环公司：烟气脱硫促环保]日前，湖北双环科技股份有限公司氨法脱硫项目全面完工。该公司投资1.5亿元，将锅炉高压静电除尘器全部改为袋式除尘；采用氨法脱硫工艺技术进行烟气脱硫，全面完成减排目标。 ​,0,0,1,2015-05-13 11:51:19,https://weibo.cn/comment/ChCLE5vh3?uid=1492003612&rl=1#cmtfrm,湖北双环科技股份,,,
大丰市环保志愿者,2015年11月25日12点，江苏磊达股份有限公司在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图#@江苏环保 ​,2,1,1,2015-11-25 12:31:43,https://weibo.cn/comment/D5tl30zqu?uid=1707640501&rl=1#cmtfrm,江苏磊达股份,,,,@江苏环保
大丰市环保志愿者,2015年10月20日06点，江苏磊达股份有限公司在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图# ​,2,1,0,2015-10-20 06:34:41,https://weibo.cn/comment/CFV4zpwJ9?uid=1707640501&rl=1#cmtfrm,江苏磊达股份,,,
呼和浩特发布,#政务动态#【环保部门约谈3家问题企业 】8月8日，针对环保部华北督查中心督查发现及央视报道的超标废水排放问题，呼和浩特市环保局约谈了内蒙古阜丰生物科技有限公司、齐鲁制药(内蒙古)有限公司、内蒙古天浩纸业有限公司3家企业负责人，并提出7项整改要求和处理意见。via内蒙古-县域经济 ​,2,0,2,2015-08-12 15:30:06,https://weibo.cn/comment/Cvu5DDuc7?uid=5234716148&rl=1#cmtfrm,齐鲁制药(内蒙古),,,
浙江环保,"#今日聚焦#《今日聚焦》1日曝光嘉善红旗塘河最近有大量污水进入红旗塘洪溪段,导致水体发黑变臭。由于嘉善洪溪污水处理公司进水总量超过设计规模，导致大量未经处理的污水超标排放。省环保厅也于去年8月对该公司污水处理、运营管理等方面18个问题提出具体整改意见，但污水厂提标改造工程至今仍未实施。 ​",0,1,5,2015-04-02 16:59:23,https://weibo.cn/comment/CbqgksEe7?uid=3840731341&rl=1#cmtfrm,嘉善洪溪污水处理,,,
张家港环保,2012年，市环保局、张家港保税区安环局和道康宁共同举办“责任关怀—生态公益讲坛”，道康宁向公众开放了有机硅生产基地，被授予“环境教育基地”的道康宁、陶氏化学、永钢集团3家企业和保税区安环局作了经验交流。 ​,0,0,0,2015-06-05 14:50:46,https://weibo.cn/comment/Cl8LUauIg?uid=2783572024&rl=1#cmtfrm,道康宁（张家港）,,,
清风漯河,#清风资讯# 【广西壮族自治区司法厅副厅长梁振林等5人被调查】广西壮族自治区司法厅副厅长梁振林，人民防空办公室纪检组组长曾爱东，监狱管理局原政委钟世范，广西有色金属集团有限公司原董事长、党委书记李阳通，广西有色再生金属有限公司原总经理黄斌因涉嫌严重违纪，目前正接受组织调查。 ​,13,54,117,2015-04-16 08:34:21,https://weibo.cn/comment/CduWi0FlF?uid=2054609173&rl=1#cmtfrm,广西有色再生金属,,,
广西纪检监察,【广西有色再生金属有限公司原总经理黄斌接受组织调查】广西有色再生金属有限公司原总经理黄斌因涉嫌严重违纪，目前正接受组织调查。 ​,19,8,34,2015-04-15 17:21:59,https://weibo.cn/comment/CdoXXqIgG?uid=3775568094&rl=1#cmtfrm,广西有色再生金属,,,
大丰市环保志愿者,2015年09月21日07点，湖北省黄麦岭磷化工有限责任公司（废水、废气）在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图# ​,1,0,0,2015-09-21 07:41:35,https://weibo.cn/comment/CBw7khp4y?uid=1707640501&rl=1#cmtfrm,湖北省黄麦岭磷化工,,,
杭州环保,【“智慧环保”牢牢盯住排污企业】杭州经济技术开发区正在试运行一套全省最先进的“智慧环保”系统，目前已能对开发区内的40家重点工业企业，进行360度无死角的生产排污全过程监控。热点企业如国际香料香精（浙江）有限公司、杭州朝阳橡胶有限公司等排污的一举一动都会被实时记录“智慧环保” 牢牢盯住排污企业 ​,0,4,1,2015-04-29 16:29:24,https://weibo.cn/comment/CfwBzePGG?uid=3915687504&rl=1#cmtfrm,国际香料香精（杭州）,,,
烟台环境,#烟台环保工作动态# 【烟台禁燃区建设取得阶段性成果】去年以来，我市通过资金补助、严格监管等多种形式督促、引导落实替代等措施，确保高污染燃料“禁燃区”建设顺利推进。华能烟台发电建设运行了集中热源热水配送项目，推动洗浴行业燃煤小锅炉淘汰。目前，市区共淘汰各类高污染燃料燃用设施113台。 ​,0,1,10,2015-05-14 16:19:34,https://weibo.cn/comment/ChNX1pMor?uid=3559965083&rl=1#cmtfrm,华能烟台发电,,,
天津环保发布,#工作动态#环境监察总队对津南区天津荣程联合钢铁集团有限公司进行检查。检查时，该单位已采取减产减排措施，储煤场已建成防风抑尘网，并采取了苫盖、喷淋等降尘措施。#清新空气我们在行动# ​,0,0,0,2015-11-02 14:56:27,https://weibo.cn/comment/D1Zsn9hC4?uid=3250739191&rl=1#cmtfrm,天津荣程联合钢铁集团,,,
沈阳环保,#沈阳环境空气质量# 炼焦煤气厂和开发区热电开始监督性监测#辽宁雾霾爆表# ​,78,19,12,2015-11-09 11:54:17,https://weibo.cn/comment/D32fUequ5?uid=2765022325&rl=1#cmtfrm,沈阳炼焦煤气,,,
德清环保,近日，洛舍镇政府召开涉危企业加强危废管理的会议，参加会议人员有洛舍镇政府、钟管环保所、洛舍派出所、湖州市星鸿固体废物综合利用处置有限公司和47家钢琴木业行业涉危企业负责人。 ​,1,0,0,2015-11-23 15:16:01,https://weibo.cn/comment/D5byK6srI?uid=5262144697&rl=1#cmtfrm,湖州市星鸿固体废物综合利用处置,,,
山东环境,发表了文章 关于网友@山东空气观察团 反映的泰安中科环保电力有限公司外排废水问题的回复 @山东空气观察团 ​,3,2,2,2015-06-29 10:33:05,https://weibo.cn/comment/CoLaYyk90?rl=1#cmtfrm,泰安中科环保电力,1,泰安环境,,@山东空气观察团,@山东空气观察团,@山东空气观察团,@泰安环境
